id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label
103445-103444,The Peloton wife gets it — and is <laughing/> along with everyone else,memeing,22111,1.4,The Peloton wife gets it — and is <laughing/> along with everyone else,crying,21110,1.0,1
100297-100298,The Pentagon admitted it will lose to <China/> on AI if it does n't make some big changes,terminator,222222,2.0,The Pentagon admitted it will lose to China on AI if it does n't make some big <changes/> ,robots,22222,2.0,0
100297-100299,The Pentagon admitted it will lose to <China/> on AI if it does n't make some big changes,terminator,222222,2.0,The Pentagon admitted it will lose to China on AI if it does n't <make/> some big changes,steal,22000,0.8,1
100298-100299,The Pentagon admitted it will lose to China on AI if it does n't make some big <changes/> ,robots,22222,2.0,The Pentagon admitted it will lose to China on AI if it does n't <make/> some big changes,steal,22000,0.8,1
105744-105743,The People Around Trump Are Totally Unqualified to <Stop/> the Iran Crisis,Understand,22110,1.2,The People Around Trump Are Totally Unqualified to Stop the Iran <Crisis/> ,Circus,32211,1.8,2
100272-100273,The Plan to Use Fitbit Data to Stop Mass <Shootings/> Is One of the Scariest Proposals Yet,Dancing,32211,1.8,The Plan to Use Fitbit Data to Stop Mass <Shootings/> Is One of the Scariest Proposals Yet,obesity,32110,1.4,1
100272-100274,The Plan to Use Fitbit Data to Stop Mass <Shootings/> Is One of the Scariest Proposals Yet,Dancing,32211,1.8,The Plan to Use Fitbit Data to <Stop/> Mass Shootings Is One of the Scariest Proposals Yet,Foster,11100,0.6,1
100273-100274,The Plan to Use Fitbit Data to Stop Mass <Shootings/> Is One of the Scariest Proposals Yet,obesity,32110,1.4,The Plan to Use Fitbit Data to <Stop/> Mass Shootings Is One of the Scariest Proposals Yet,Foster,11100,0.6,1
100624-100623,The president gives an ' enormous ' <contract/> to himself,chocolate,22211,1.6,The president gives an ' enormous ' <contract/> to himself,McMuffin,22210,1.4,1
104853-104852,There 's a Texas-size area of hot sea <water/> off the coast of New Zealand,weed,11110,0.8,There 's a Texas-size area of hot <sea/> water off the coast of New Zealand,tea,21111,1.2,2
104262-104263,There Sure Have Been a Lot of Reasons Not to Buy a <Ring/> Device Recently,Cheap,11000,0.4,There Sure Have Been a Lot of Reasons Not to Buy a <Ring/> Device Recently,spying,32000,1.0,2
105718-105719,"There ’s a winner from the US-Iran crisis , and it ’s <ISIS/> ",Cthulhu,31000,0.8,"There ’s a <winner/> from the US-Iran crisis , and it ’s ISIS",loser,10000,0.2,1
106124-106125,The Senate has conducted 15 <impeachment/> trials . It heard witnesses in every one .,peach,21100,0.8,The Senate has conducted 15 impeachment trials . It heard <witnesses/> in every one .,crickets,32222,2.2,2
103760-103759,The SNAP Rule Will Cause More <Hunger/> Than We Can Handle,prosperity,21110,1.0,The SNAP Rule Will Cause More <Hunger/> Than We Can Handle,Noise,22211,1.6,2
107398-107399,"The stunning new texts , documents , and impeachment evidence released by the House , <explained/> ",Trumped,22110,1.2,"The stunning new texts , documents , and impeachment evidence released by the House , <explained/> ",detailed,0,0.0,1
106442-106443,"The Sultan of <Oman/> , Qaboos bin Said Al Said , has died , state media says",Swing,32222111110,1.4545454545454546,"The Sultan of Oman , Qaboos bin <Said/> Al Said , has died , state media says",gone,22000,0.8,1
103703-103704,"The Supreme Court gives free <speech/> to fake doctors , but not real ones",lunch,22111,1.4,"The Supreme Court gives free <speech/> to fake doctors , but not real ones",stethoscopes,32221,2.0,2
107021-107022,The Supreme Court will decide software development 's future in <Google/> v. Oracle,Oedipus,22110,1.2,The Supreme Court will decide software development 's future in Google v. <Oracle/> ,Universe,32211,1.8,2
106537-106538,The Tennessee Titans Defeat The <Baltimore/> Ravens 28-12,Stupid,10000,0.2,The Tennessee Titans Defeat The Baltimore <Ravens/> 28-12,Lovebirds,21000,0.6,2
107905-107906,The Trump Presidency Delivers Its Craziest <24 Hours/> Yet as America Heads Down the Tubes,Waterslide,22221,1.8,The Trump <Presidency/> Delivers Its Craziest 24 Hours Yet as America Heads Down the Tubes,Zoo,11100,0.6,1
104510-104509,The Trump Presidency is Reversing <History/> ,evolution,32222,2.2,The Trump Presidency is Reversing <History/> ,Sanity,22221,1.8,1
105759-105760,The U.S. Military Accidentally Told Iraq It ’s Removing <Troops/> ,Pimples,32210,1.6,The U.S. Military Accidentally Told Iraq It ’s Removing <Troops/> ,toilets,33210,1.8,2
101204-101205,"The ugly , gory , bloody secret life of NHL <dentists/> ",dentures,20000,0.4,"The ugly , gory , bloody secret life of NHL <dentists/> ",refs,21000,0.6,2
104765-104766,The US officially raises the tobacco buying <age/> to 21,price,21111,1.2,The US officially raises the <tobacco/> buying age to 21,candy,22210,1.4,2
106361-106362,The War in Afghanistan Is a <Fraud/> ( and Now We Have Proof ),mood,211100,0.8333333333333334,The <War/> in Afghanistan Is a Fraud ( and Now We Have Proof ),peace,20000,0.4,1
100639-100640,"The Washington Nationals win their first ever pennant , advancing to the World Series after a sweep of the <Cardinals/> ",floor,22110,1.2,"The Washington Nationals win their first ever <pennant/> , advancing to the World Series after a sweep of the Cardinals",sunshine,0,0.0,1
101747-101746,The world 's fastest supercomputers hit higher speeds than ever with <Linux/> ,adderall,22221,1.8,The world 's fastest supercomputers hit higher speeds than ever with <Linux/> ,BASIC,11000,0.4,1
103568-103569,The World Bank demanded that Taiwanese staff get Chinese <passports/> ,food,32210,1.6,The World Bank demanded that Taiwanese staff get Chinese <passports/> ,surnames,21100,0.8,1
101158-101159,Think you ’re anonymous online ? A third of popular websites are ‘ <fingerprinting/> ’ you .,Cloning,22111,1.4,Think you ’re anonymous online ? A third of popular websites are ‘ <fingerprinting/> ’ you .,cloning,32111,1.6,2
107855-107854,This Dashcam ’s Flawed Design Let Us <Track/> Drivers in Real-Time Across the US,Throw,22111,1.4,This Dashcam ’s Flawed Design Let Us Track <Drivers/> in Real-Time Across the US,Babies,22110,1.2,1
107855-107856,This Dashcam ’s Flawed Design Let Us <Track/> Drivers in Real-Time Across the US,Throw,22111,1.4,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the <US/> ,galaxy,22111,1.4,0
107854-107856,This Dashcam ’s Flawed Design Let Us Track <Drivers/> in Real-Time Across the US,Babies,22110,1.2,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the <US/> ,galaxy,22111,1.4,2
107315-107316,"This Decade , Targeted <Ads/> Exploded and the Damage Has Been Devastating",bathrooms,32211,1.8,"This Decade , Targeted Ads Exploded and the Damage Has Been <Devastating/> ",hilarious,11111,1.0,1
105429-105428,This is the <bombshell/> Trump 's team did n't want revealed,member,21000,0.6,This is the <bombshell/> Trump 's team did n't want revealed,haircut,32222,2.2,2
100207-100206,This is the gun control legislation Mitch McConnell wo n't allow <senators/> to vote on,democrats,21110,1.0,This is the <gun/> control legislation Mitch McConnell wo n't allow senators to vote on,mind,22211,1.6,2
106141-106140,"This Migrant Won In Immigration Court , And The U.S. Sent Him To <Mexico/> Anyway",Mars,32221,2.0,"This Migrant Won In Immigration Court , And The U.S. Sent Him To <Mexico/> Anyway",Congress,32110,1.4,1
107353-107354,"This year ’s <monitors/> will be faster , brighter , and curvier than ever",supermodels,3322111,1.8571428571428568,"This year ’s <monitors/> will be faster , brighter , and curvier than ever",women,22221,1.8,1
101766-101765, <Thousands/> flock to Wikipedia founder 's ' Facebook rival ',Groupies,21100,0.8, <Thousands/> flock to Wikipedia founder 's ' Facebook rival ',Dozens,22211,1.6,2
105679-105678,Thousands march in France over decision to not <prosecute/> Jewish woman ’s killer,behead,11100,0.6,Thousands march in France over decision to not prosecute Jewish woman ’s <killer/> ,dancer,22211,1.6,2
105037-105038,Thousands of <people/> trapped in Australian coastal town of Mallacoota by huge wildfires,unicorns,32111,1.6,Thousands of people trapped in Australian coastal town of Mallacoota by huge <wildfires/> ,Koalas,322221,2.0,2
105637-105636,Thousands protest in Pakistan over U.S. <killing/> of Iranian commander,grilling,21000,0.6,Thousands protest in Pakistan over U.S. <killing/> of Iranian commander,bullying,11000,0.4,1
107815-107816,Thunderstorms sweep across <Australia/> 's bushfire-ravaged east coast,antarctic,22110,1.2,Thunderstorms <sweep/> across Australia 's bushfire-ravaged east coast,scareout,11110,0.8,1
106923-106922,Tiger leads way as U.S. rallies to <win/> Presidents Cup,poison,22221,1.8,Tiger leads way as U.S. rallies to win Presidents <Cup/> ,Impeachment,32220,1.8,0
100117-100118,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,profits,32220,1.8,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,revenue,22110,1.2,1
100117-100119,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,profits,32220,1.8,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating <forest/> fires,mattress,22000,0.8,1
100118-100119,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,revenue,22110,1.2,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating <forest/> fires,mattress,22000,0.8,1
106893-106894,Time 's Up Reveals Safety Guide for <Entertainment/> Industry Employees,dart,21100,0.8,Time 's Up Reveals Safety <Guide/> for Entertainment Industry Employees,Dance,32111,1.6,2
102478-102479,Tinder says ' there are definitely registered <sex/> offenders ' using the app,republican,22111,1.4,Tinder says ' there are definitely registered <sex/> offenders ' using the app,tiktok,22211,1.6,2
100713-100712,TJ Perenara <produces/> the try of the year ( NZ vs Namibia ),hoots,11110,0.8,TJ Perenara produces the try of the year ( NZ vs <Namibia/> ),JayZ,22210,1.4,2
100871-100870,"TNT Cameraman Pans Away from Kid with "" Free <Hong Kong/> "" Shirt During National Broadcast",donkeykong,22111,1.4,"TNT Cameraman Pans Away from Kid with "" Free <Hong Kong/> "" Shirt During National Broadcast",Weezy,22211,1.6,2
100685-100684,"Tom Brady 's <resume/> from 1999 , right before he was drafted",nipple,32220,1.8,"Tom Brady 's <resume/> from 1999 , right before he was drafted",fiancee,21100,0.8,1
106916-106915,Tom Brady Misses <Pro Bowl/> Roster For First Time Since 2008,PuppyBowl,32221,2.0,Tom Brady Misses <Pro Bowl/> Roster For First Time Since 2008,Deflategate,3222221111,1.7,1
101269-101270,Too Many Streaming <Exclusives/> Is Already Starting To Piss Users Off,urinals,32221,2.0,Too Many Streaming Exclusives Is Already Starting To Piss <Users/> Off,underwear,322000,1.1666666666666667,1
107227-107226,"Top-secret UFO <files/> could cause "" grave damage "" to U.S. national security if released , Navy says",probes,32222,2.2,"Top-secret UFO files could cause "" grave damage "" to U.S. national security if released , <Navy/> says",alien,33221,2.2,0
108058-108057,"Top Apps Invade User Privacy By Collecting and <Sharing/> Personal Data , New Report Finds",Photoshopping,22111,1.4,"Top Apps <Invade/> User Privacy By Collecting and Sharing Personal Data , New Report Finds",respect,21110,1.0,1
105651-105650,Top bosses ' earn average salary within three <days/> ',minutes,321110,1.3333333333333333,Top bosses ' earn average salary within three <days/> ',hours,11100,0.6,1
105664-105663,Top Democrats ask Trump to declassify <war/> powers notification,austin,22221,1.8,Top Democrats ask Trump to declassify war powers <notification/> ,party,21100,0.8,1
105311-105312,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting <Trump/> ,Alligators,33221,2.2,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting <Trump/> ,wife,22221,1.8,1
102082-102081,Topless protesters crash pro-Franco <demonstration/> in Madrid,bus,32100,1.2,Topless protesters <crash/> pro-Franco demonstration in Madrid,flash,32210,1.6,2
106746-106745,Top officials struggle to explain Trump ’s claim on <embassy/> attacks,leprechaun,22211,1.6,Top officials struggle to explain Trump ’s claim on <embassy/> attacks,kangaroo,32211,1.8,2
101123-101122,"Totally In-Touch NH Lawmaker Blocks Device Repair Bill , Tells Constituents To Just Buy New $ 1k <Phones/>",pineapples,21100,0.8,"Totally In-Touch NH Lawmaker Blocks <Device/> Repair Bill , Tells Constituents To Just Buy New $ 1k Phones",Constitution,21100,0.8,0
107831-107832,"Tourists accused of damaging , defecating on <Machu Picchu/> ",Pokemon,32211,1.8," <Tourists/> accused of damaging , defecating on Machu Picchu",Trump,22111,1.4,1
103046-103047,"Toyota executive warns of "" electrified armageddon "" for auto <industry/> ",aliens,0,0.0,"Toyota executive warns of "" electrified armageddon "" for auto <industry/> ",eroticism,22222,2.0,2
104612-104613,"Travis Kalanick severs all ties with Uber , departing board and selling all his <shares/> ",children,11110,0.8,"Travis Kalanick severs all <ties/> with Uber , departing board and selling all his shares",arms,21110,1.0,2
107205-107206," <Trevor Noah/> Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """,Universe,22111,1.4,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Kitten,22111,1.4,0
107205-107207," <Trevor Noah/> Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """,Universe,22111,1.4,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Mamas,21110,1.0,1
107206-107207,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Kitten,22111,1.4,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Mamas,21110,1.0,1
107332-107331,Trump ' authorised Soleimani <killing/> seven months ago if Iran caused death of an American ',haircut,22111,1.4,Trump ' authorised Soleimani killing seven months ago if <Iran/> caused death of an American ',HIV,22200,1.2,1
107660-107659,"Trump ' knew what was going on ' , says Giuliani <aide/> ",sandwich,22100,1.0,"Trump ' knew what was going on ' , says Giuliani <aide/> ",Dog,33110,1.6,2
100247-100246,Trump 's 28-year-old personal assistant reportedly <resigned/> after telling journalists details about his family,laughed,21110,1.0,Trump 's 28-year-old personal assistant reportedly resigned after telling journalists details about his <family/>,hair,33221,2.2,2
100331-100332,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his <daughters/>,hairline,32221,2.0,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his <daughters/>,tanning,32211,1.8,1
105553-105554,Trump 's <America/> stands utterly alone,tower,21100,0.8,Trump 's <America/> stands utterly alone,wife,33211,2.0,2
104477-104476,"Trump 's <holiday/> menu : handouts for billionaires , hunger for the poor",everyday,11111,1.0,"Trump 's holiday menu : <handouts/> for billionaires , hunger for the poor",sushi,21110,1.0,0
105545-105546,Trump 's latest <Iran/> tweet slammed as threat ' to commit war crimes ',McDonalds,32111,1.6,Trump 's latest Iran tweet slammed as threat ' to commit <war/> crimes ',fashion,22222,2.0,2
100256-100257,Trump 's personal <assistant/> abruptly exits White House,hairdresser,32211,1.8,Trump 's personal assistant abruptly <exits/> White House,paints,22110,1.2,1
100244-100245,Trump 's personal <assistant/> resigns : NYT,liar,32221,2.0,Trump 's personal assistant <resigns/> : NYT,rejoices,11000,0.4,1
100143-100144,"Trump 's praise of <Putin/> mocked on Russian TV with "" Señorita "" mash-up",burgers,11111,1.0,"Trump 's praise of <Putin/> mocked on Russian TV with "" Señorita "" mash-up",pornstars,33210,1.8,2
100461-100462,Trump 's schedule shows a president with plenty of <downtime/> this summer,tanning,32222,2.2,Trump 's schedule shows a president with plenty of <downtime/> this summer,tweeting,22200,1.2,1
105785-105784,Trump 's <threat/> to destroy Iranian heritage would be a war crime,sweat,30000,0.6,Trump 's threat to destroy Iranian <heritage/> would be a war crime,food,22210,1.4,2
100460-100459,"Trump , Not Comey , Is the <Crook/> ",nerd,11100,0.6,"Trump , Not Comey , Is the <Crook/> ",joker,22111,1.4,2
106393-106392,"Trump , red states ask Supreme Court to <refuse/> Obamacare case before election",reboot,11000,0.4,"Trump , red states ask <Supreme Court/> to refuse Obamacare case before election",Fonzy,21110,1.0,2
104046-104045,Trump-ally Mark Meadows wo n't run for re-election next <year/> ,century,22211,1.6,Trump-ally Mark Meadows wo n't run for re-election next <year/> ,Tuesday,21100,0.8,1
100129-100128,Trump 2020 aide denies the President lies despite his repeated <lies/>,liposuctions,22220,1.6,Trump 2020 <aide/> denies the President lies despite his repeated lies,ghost,21000,0.6,1
101018-101017,Trump administration may blacklist Chinese firms that routinely <copy/> tech,create,11100,0.6,Trump administration may <blacklist/> Chinese firms that routinely copy tech,copy,21111,1.2,2
100156-100155,Trump administration <sows/> chaos by wrongly implying kids born overseas might not be citizens,devours,22100,1.0,Trump administration sows chaos by wrongly implying kids born overseas might not be <citizens/> ,humans,33111,1.8,2
106500-106499,Trump Administration Tells <Supreme Court/> No Need to Rush An Obamacare Ruling,mexicans,22220,1.6,Trump <Administration/> Tells Supreme Court No Need to Rush An Obamacare Ruling,Drummer,21100,0.8,1
100479-100478,Trump advisers are more worried about Elizabeth Warren than any other 2020 Democratic <candidate/>,flower,21000,0.6,<Trump/> advisers are more worried about Elizabeth Warren than any other 2020 Democratic candidate,Asshole,31111,1.4,2
100414-100413,Trump Allies Reportedly Raising Money to Target <Journalists/> ,bakers,21110,1.0,Trump Allies Reportedly Raising Money to Target <Journalists/> ,Obama,11000,0.4,1
106041-106040,Trump <Backs/> Away from Further Military Conflict With Iran - The New York Times,runs,21000,0.6,Trump <Backs/> Away from Further Military Conflict With Iran - The New York Times,Runs,31000,0.8,2
106428-106429,Trump Brags About Serving Up American Troops to Saudi Arabia for Nothing More Than <Cash/> ,Hamburgers,22211,1.6,Trump Brags About Serving Up American <Troops/> to Saudi Arabia for Nothing More Than Cash,cheese,22211,1.6,0
107181-107182,Trump calls for ' outright <dismissal/> ' but GOP senator says there are n't enough votes,Lunacy,32210,1.6,Trump calls for ' outright dismissal ' but GOP senator says there are n't enough <votes/> ,idiots,22221,1.8,2
106183-106184,Trump calls for new nuclear <deal/> while bashing old one with misinformation,bomb,32110,1.4,Trump calls for new nuclear deal while bashing old one with <misinformation/> ,hammer,22211,1.6,2
106507-106508,Trump campaign steps up <attacks/> on Sanders,Burger,11110,0.8,Trump campaign steps up <attacks/> on Sanders,love,32211,1.8,2
106475-106476,Trump Campaign Typo Briefly <Celebrates/> President ’s ‘ Anti-Semetic Excutive Order ’,cancels,22100,1.0,Trump Campaign Typo Briefly Celebrates <President/> ’s ‘ Anti-Semetic Excutive Order ’,Rabbi,22111,1.4,2
107657-107658,Trump <claims/> he did n't know about Giuliani letter to Zelensky,pretends,22221,1.8,Trump claims he did n't <know/> about Giuliani letter to Zelensky,dream,21000,0.6,1
106505-106506,Trump claims he was robbed of <Nobel Peace Prize/> at Ohio rally,Pizza,33321,2.4,Trump claims he was robbed of <Nobel Peace Prize/> at Ohio rally,jello,31111,1.4,1
107933-107932,Trump Comforts Himself on Impeachment With Emotional Support <Map/> ,Puppy,22222,2.0,Trump Comforts Himself on <Impeachment/> With Emotional Support Map,obesity,31111,1.4,1
100184-100183,Trump considering blocking military aid to <Ukraine/> : CNN,dogs,21110,1.0,Trump considering blocking military aid to <Ukraine/> : CNN,Democrats,22100,1.0,0
105609-105608,Trump Declares His Tweets To Be Official Notice To Congress On Attacks Against <Iran/> ,reality,32222,2.2,Trump Declares His Tweets To Be Official Notice To Congress On <Attacks/> Against Iran,balloons,21111,1.2,1
105774-105773,Trump Defends Right to Attack Iranian Cultural <sites/> ,clubs,11111,1.0,Trump Defends Right to <Attack/> Iranian Cultural sites,hug,32100,1.2,2
100030-100029,Trump deserves <impeachment/> quite apart from the Mueller report,chocolate,21100,0.8,Trump deserves <impeachment/> quite apart from the Mueller report,blown,0,0.0,1
107940-107939,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the <Law/> ,Vase,32211,1.8,Trump Dismisses ‘ GOA ’ Finding That His Administration Broke the <Law/> ,Presidency,32110,1.4,1
100218-100217,Trump does n’t have farmers ’ <support/> like he thinks he does,insurance,33220,2.0, <Trump/> does n’t have farmers ’ support like he thinks he does,chicken,33210,1.8,1
106112-106113,Trump Does n’t Want Voters to Know How Much His <Family/> ’s Trips Cost Taxpayers,sunbed,32200,1.4,Trump Does n’t Want Voters to Know How Much His Family ’s Trips Cost <Taxpayers/> ,Daddy,22211,1.6,2
103232-103231,Trump forced to <pay/> $ 2m over misuse of charity money,receive,21100,0.8,Trump forced to pay $ 2m over misuse of <charity/> money,alimony,22211,1.6,2
105253-105252,Trump gave North Korea sugar and Iran vinegar . Neither looks to be <working/> .,solicited,22110,1.2,Trump gave North Korea sugar and Iran vinegar . Neither looks to be <working/> .,Mixing,22111,1.4,2
100426-100427,Trump has angered the wrong people : <Farmers/> ,Barbers,21100,0.8,Trump has angered the wrong people : <Farmers/> ,golfers,32211,1.8,2
107167-107168,Trump has betrayed his <voters/> ,deplorables,22110,1.2,Trump has betrayed his <voters/> ,hairdressers,32221,2.0,2
106244-106245,Trump has created a loophole to allow <pipelines/> to avoid environmental review,cats,21110,1.0,Trump has created a loophole to allow <pipelines/> to avoid environmental review,pornstars,22221,1.8,2
106526-106525,Trump Has Embraced <War Crimes/> as a Re-Election Strategy,tanning,32221,2.0,Trump Has Embraced <War Crimes/> as a Re-Election Strategy,Tanning,22222,2.0,0
107897-107898,Trump has savaged the <environment/> . The planet can not afford a second term,females,22210,1.4,Trump has savaged the <environment/> . The planet can not afford a second term,fridge,22221,1.8,2
102978-102979,Trump heads to court in fight over <emoluments/> ,hair,22110,1.2,Trump heads to court in fight over <emoluments/> ,prostitution,21111,1.2,0
105595-105594,Trump Hurts an <Ally/> and Helps the Terrorists,uncle,32111,1.6,Trump Hurts an <Ally/> and Helps the Terrorists,albino,11111,1.0,1
103984-103985,Trump Impeached for Abuse of <Power/> ,Hairspray,32221,2.0,Trump Impeached for Abuse of <Power/> ,wife,31100,1.0,1
106421-106420,Trump indicates he 'd block Bolton 's <testimony/> ' for the sake of the office ',mustache,32211,1.8,Trump indicates he 'd block Bolton 's testimony ' for the sake of the <office/> ',empire,32110,1.4,1
105872-105871, <Trump/> Is Congratulating Himself in Facebook Ads for Killing Soleimani,Mothra,21100,0.8,Trump Is Congratulating Himself in Facebook Ads for <Killing/> Soleimani,unfriending,22221,1.8,2
100489-100490,"Trump is in serious <danger/> , and his own advisers know it",soup,21100,0.8,"Trump is in serious danger , and his own advisers <know/> it",forgot,21111,1.2,2
106569-106568,Trump Is Irked After Loyal Republican <Allies/> Push Back Legislatively,Dogs,11000,0.4,Trump Is Irked After Loyal Republican <Allies/> Push Back Legislatively,Bootlickers,22100,1.0,2
100068-100069,Trump Is Joking When He Asks People to Break the <Law/> ? Tell That to the Russians .,vase,11100,0.6,Trump Is Joking When He Asks People to Break the Law ? Tell That to the <Russians/> .,senate,32110,1.4,2
105725-105726,Trump is sucking us into another war with lots of <arrogance/> and little strategy,hair,32221,2.0,Trump is sucking us into another <war/> with lots of arrogance and little strategy,vacuum,22221,1.8,1
100103-100104,Trump is ‘ joking ’ about <pardons/> ? How is this a defense ?,carbohydrates,11110,0.8,Trump is ‘ joking ’ about <pardons/> ? How is this a defense ?,toupees,33210,1.8,2
106146-106147,Trump <legislation/> added $ 4.7 trillion to debt : watchdog,combovers,22111,1.4,Trump legislation added $ 4.7 trillion to debt : <watchdog/>,monkey,11000,0.4,1
100275-100276,"Trump made up phone call with <China/> at G7 summit , White House aides admit",mother,11110,0.8,"Trump made up <phone/> call with China at G7 summit , White House aides admit",duck,31000,0.8,0
100603-100604,Trump makes at least 12 false claims with Italian <President/>,Sausage,32210,1.6,Trump makes at least 12 false <claims/> with Italian President,handbags,32111,1.6,0
106199-106200,Trump Moves to Exempt Big <Projects/> From Environmental Review,Dicks,33211,2.0,Trump Moves to Exempt Big <Projects/> From Environmental Review,hair,33222,2.4,2
106287-106286,Trump Must <Face/> Rape Accuser Carroll ’s Defamation Lawsuit,butt,22100,1.0,Trump Must Face Rape Accuser Carroll ’s <Defamation/> Lawsuit,fictitious,21100,0.8,1
105755-105754,Trump must now depend on ' Grim Reaper ' McConnell to <save/> him in Senate trial,woo,22210,1.4,Trump must now depend on ' Grim Reaper ' McConnell to <save/> him in Senate trial,dress,22220,1.6,2
102218-102217,Trump posts bizzare shirtless photo of his <head/> on Rocky 's body .,wife,32221,2.0,Trump posts bizzare shirtless photo of his <head/> on Rocky 's body .,lips,22211,1.6,1
105372-105371,Trump predicted Obama would <attack/> Iran to ' get elected ',hug,22110,1.2,Trump predicted Obama would attack <Iran/> to ' get elected ',Hillary,11100,0.6,1
104343-104344,Trump rails against windmills : ' I never <understood/> wind ',break,33322,2.6,Trump rails against windmills : ' I never understood <wind/> ',science,22210,1.4,1
106262-106261,Trump reportedly admitted <impeachment/> played a big role in his Soleimani decision,drugs,22211,1.6,Trump reportedly admitted impeachment played a big role in his Soleimani <decision/> ,sandwich,22110,1.2,1
104050-104051,Trump Reportedly Said He Knew <Ukraine/> Meddled in 2016 Election Because ‘ Putin Told Me ’,Clinton,22000,0.8,Trump Reportedly Said He Knew <Ukraine/> Meddled in 2016 Election Because ‘ Putin Told Me ’,Russia,21000,0.6,1
105984-105985,Trump responds to Iranian <attacks/> : ' All is well ',clowns,211110,1.0,Trump responds to Iranian <attacks/> : ' All is well ',flirts,21110,1.0,0
100484-100485,Trump roasted for congratulating <Poland/> on WWII anniversary,Hitler,22210,1.4, <Trump/> roasted for congratulating Poland on WWII anniversary,Turkey,32220,1.8,2
102541-102540,"Trump says "" I do n't <know/> Prince Andrew "" but photos say otherwise",love,33220,2.0,"Trump says "" I do n't <know/> Prince Andrew "" but photos say otherwise",kiss,22211,1.6,1
106274-106275,Trump says he deserves <Nobel Peace Prize/> not Abiy Ahmed,Oscar,32111,1.6,Trump says he deserves <Nobel Peace Prize/> not Abiy Ahmed,famine,11000,0.4,1
106481-106480,Trump says he may invoke executive <privilege/> if John Bolton is subpoenaed by Senate,bathrooms,32211,1.8,Trump says he may <invoke/> executive privilege if John Bolton is subpoenaed by Senate,stab,31110,1.2,1
105135-105134,Trump says he thinks North Korea 's Kim is a ' man of his <word/> ',haircut,22221,1.8,Trump says he thinks North Korea 's Kim is a ' man of his <word/> ',Size,33322,2.6,2
100107-100106,Trump says it would be ' disloyal to my followers ' to do <interview/> with CNN,party,32210,1.6,Trump says it would be ' disloyal to my <followers/> ' to do interview with CNN,worshipers,22211,1.6,0
106424-106423,Trump says Pelosi is worst House <speaker/> in history . Twitter remembers Dennis Hastert .,wife,22111,1.4,Trump says Pelosi is worst House <speaker/> in history . Twitter remembers Dennis Hastert .,DeeJay,22211,1.6,2
104362-104363,Trump Says That Dictators Praise His ' Amazing ' <Performance/> As President,hairstyle,32222,2.2,Trump Says That Dictators Praise His ' Amazing ' Performance As <President/> ,Liar,33211,2.0,1
107427-107428,"Trump says U.S. troops stayed in Syria "" because I <kept/> the oil """,invented,22221,1.8,"Trump says U.S. troops stayed in Syria "" because I kept the <oil/> """,hair,32221,2.0,2
105901-105902,Trump says will <obey/> international law on targeting cultural sites,rewrite,32100,1.2,Trump says will <obey/> international law on targeting cultural sites,trash,22100,1.0,1
107892-107893,Trump Screamed At <Pentagon/> Leaders And Told Them They Were ‘ Dopes ’ And ‘ Babies ’,Daycare,32210,1.6,Trump Screamed At <Pentagon/> Leaders And Told Them They Were ‘ Dopes ’ And ‘ Babies ’,hiphop,32222,2.2,2
106122-106123, <Trump/> statue burned to ground in Slovenia,Doncic,0,0.0,Trump <statue/> burned to ground in Slovenia,toupee,32111,1.6,2
106417-106418,Trump Still Wants to Take Away Your <Healthcare/> — But After the Election,blankets,32221,2.0,Trump Still Wants to Take Away Your <Healthcare/> — But After the Election,toupee,33220,2.0,0
107959-107960,Trump Targets Michelle Obama ’s School <Nutrition/> Guidelines on Her Birthday,maniac,22100,1.0,Trump <Targets/> Michelle Obama ’s School Nutrition Guidelines on Her Birthday,eats,21111,1.2,2
107665-107664,Trump Tax Cut Hands $ 32 Billion Windfall to America ’s Top <Banks/>,Hookers,22222,2.0,Trump Tax Cut Hands $ 32 Billion Windfall to <America/> ’s Top Banks,Koreas,21100,0.8,1
